model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Make
TT,2007,7850,Manual,50750,Petrol,555,27.4,3.2,audi
Focus,2019,17940,Manual,3546,Petrol,145,49.6,1,Ford
Focus,2017,10495,Manual,13000,Petrol,20,61.4,1,Ford
Focus,2018,16991,Manual,7223,Petrol,145,60.1,1,Ford
Kamiq,2019,19295,Manual,4177,Petrol,145,47.1,1,skoda
Kuga,2013,8298,Manual,63508,Diesel,145,53.3,2,Ford
A3,2017,17498,Manual,20359,Petrol,30,60.1,1.4,audi
Golf,2019,17999,Manual,6013,Petrol,150,47.1,1.5,vw
Tiguan,2016,23991,Semi-Auto,14780,Diesel,160,49.6,2,vw
Fabia,2018,9280,Manual,8200,Petrol,145,57.7,1,skoda
Polo,2019,20272,Semi-Auto,5000,Petrol,145,39.8,2,vw
Ioniq,2019,19990,Automatic,2000,Hybrid,135,62.8,1.6,Hyundai
Tiguan,2019,30991,Automatic,99,Diesel,145,39.8,2,vw
A4,2016,19498,Semi-Auto,16922,Diesel,30,65.7,2,audi
Aygo,2018,9495,Manual,10380,Petrol,145,68.9,1,toyota
Tucson,2007,2495,Manual,90631,Petrol,300,35.3,2,Hyundai
Fiesta,2016,8650,Manual,30104,Petrol,0,65.7,1,Ford
RAV4,2017,15293,Manual,26191,Diesel,125,60.1,2,toyota
3 Series,2016,17998,Semi-Auto,23106,Hybrid,0,134.5,2,BMW
Golf,2019,15295,Manual,10465,Diesel,145,57.7,1.6,vw
X3,2018,34990,Semi-Auto,16202,Petrol,145,34.5,3,BMW
Fiesta,2017,5995,Manual,52075,Petrol,125,54.3,1.2,Ford
Tiguan,2019,33260,Semi-Auto,1970,Diesel,145,35.3,2,vw
Fabia,2019,8809,Manual,9096,Petrol,145,57.7,1,skoda
X1,2019,30995,Semi-Auto,1000,Diesel,145,60.1,2,BMW
Polo,2016,7990,Manual,35950,Petrol,20,60.1,1,vw
A5,2019,31900,Automatic,3794,Diesel,145,45.6,2,audi
8 Series,2020,61485,Semi-Auto,6374,Diesel,145,26.7,3,BMW
Auris,2017,16195,Automatic,19417,Hybrid,0,70.6,1.8,toyota
Octavia,2019,13499,Manual,15577,Diesel,145,68.9,1.6,skoda
Polo,2017,10990,Manual,20000,Petrol,150,60.1,1.2,vw
Polo,2016,9898,Manual,11083,Petrol,20,60.1,1.2,vw
Fiesta,2015,7678,Manual,16023,Petrol,125,54.3,1.2,Ford
Q5,2016,17585,Semi-Auto,77432,Diesel,200,47.1,2,audi
Kuga,2017,14990,Manual,32717,Petrol,160,45.6,1.5,Ford
Focus,2019,17520,Manual,4132,Petrol,145,60.1,1,Ford
Octavia,2017,14621,Manual,24588,Diesel,30,64.2,2,skoda
Yeti Outdoor,2016,13495,Semi-Auto,10000,Diesel,165,51.4,2,skoda
Yaris,2016,12290,Automatic,16823,Hybrid,0,78,1.5,toyota
Yaris,2013,4698,Manual,76920,Petrol,125,58.9,1.3,toyota
Polo,2016,10298,Manual,23121,Diesel,0,60.1,1.4,vw
Tiguan,2019,28790,Manual,8787,Diesel,145,42.8,2,vw
Fiesta,2018,10997,Manual,7689,Petrol,145,64.2,1.1,Ford
Fiesta,2019,14598,Manual,10555,Petrol,145,55.4,1,Ford
Focus,2019,15920,Manual,4798,Petrol,145,49.6,1,Ford
Kuga,2019,19995,Manual,16000,Diesel,150,47.9,2,Ford
B-MAX,2013,6490,Manual,56650,Petrol,30,57.7,1,Ford
Mondeo,2012,5995,Manual,77000,Diesel,125,57.7,2,Ford
A3,2018,21995,Semi-Auto,15696,Petrol,145,42.2,1.5,audi
I10,2016,6295,Manual,30566,Petrol,20,60.1,1,Hyundai
Kuga,2019,14399,Manual,14539,Petrol,145,40.4,1.5,Ford
Tiguan,2016,15995,Manual,28936,Diesel,145,53.3,2,vw
Yaris,2015,12995,Automatic,30856,Hybrid,0,78,1.5,toyota
Fiesta,2019,13395,Manual,12043,Petrol,145,65.7,1,Ford
Arteon,2019,30990,Automatic,2917,Diesel,145,44.1,2,vw
Kuga,2015,8500,Manual,49542,Diesel,125,60.1,2,Ford
1 Series,2015,11180,Manual,43424,Diesel,20,72.4,1.5,BMW
Yaris,2018,11295,Manual,12000,Petrol,145,56.5,1.5,toyota
5 Series,2019,30490,Semi-Auto,5687,Hybrid,135,156.9,2,BMW
Golf,2017,14495,Semi-Auto,26734,Petrol,30,54.3,1,vw
Golf,2019,26489,Automatic,8345,Other,150,37.7,2,vw
A3,2016,11790,Manual,29813,Diesel,0,74.3,1.6,audi
Fiesta,2016,8998,Manual,22704,Petrol,0,65.7,1,Ford
Kodiaq,2019,27990,Automatic,6232,Diesel,145,37.2,2,skoda
Polo,2016,10250,Manual,26690,Petrol,20,60.1,1.2,vw
Focus,2016,9321,Manual,31136,Petrol,20,60.1,1,Ford
Aygo,2015,6220,Manual,40906,Petrol,0,69,1,toyota
Yaris,2017,11495,Automatic,35995,Hybrid,0,86,1.5,toyota
Golf,2016,11547,Manual,18946,Diesel,0,74.3,1.6,vw
Yeti Outdoor,2017,15640,Semi-Auto,10581,Petrol,150,51.4,1.2,skoda
B-MAX,2016,8599,Manual,21091,Diesel,0,74.4,1.5,Ford
Focus,2019,16298,Manual,14057,Petrol,150,49.6,1,Ford
Aygo,2019,8788,Manual,3305,Petrol,150,56.5,1,toyota
Yaris,2019,11675,Manual,18171,Petrol,150,47.9,1.5,toyota
A4,2019,25499,Semi-Auto,9000,Petrol,145,38.7,2,audi
Focus,2019,16860,Manual,7100,Petrol,145,60.1,1,Ford
CC,2016,12500,Automatic,32925,Diesel,125,58.9,2,vw
Fiesta,2017,10498,Manual,50599,Petrol,0,65.7,1,Ford
3 Series,2018,21800,Semi-Auto,7673,Petrol,145,48.7,2,BMW
Fiesta,2019,12400,Manual,10,Petrol,145,55.4,1.1,Ford
2 Series,2019,20490,Semi-Auto,8171,Diesel,145,51.4,2,BMW
EcoSport,2018,14500,Manual,12080,Petrol,150,54.3,1,Ford
Polo,2018,12750,Manual,11333,Petrol,145,64.2,1,vw
Caddy Maxi,2017,15950,Semi-Auto,25510,Diesel,145,56.5,2,vw
A6,2016,15000,Automatic,76070,Diesel,30,61.4,2,audi
A1,2019,21750,Semi-Auto,5000,Petrol,145,40.9,2,audi
Passat,2019,27499,Manual,2117,Petrol,145,42.8,1.5,vw
A5,2019,24975,Semi-Auto,17912,Petrol,145,40.4,2,audi
C-MAX,2017,10998,Manual,24107,Diesel,20,68.9,1.5,Ford
A4,2019,26995,Semi-Auto,4914,Diesel,150,44.8,2,audi
IX20,2017,8690,Manual,19363,Petrol,145,50.4,1.4,Hyundai
1 Series,2017,12988,Manual,42069,Diesel,20,68.9,2,BMW
Tucson,2017,18750,Manual,15276,Diesel,200,47.9,2,Hyundai
Sharan,2019,22798,Manual,14453,Diesel,145,43.5,2,vw
Land Cruiser,2017,31495,Semi-Auto,30071,Diesel,300,38.2,2.8,toyota
EcoSport,2016,10484,Semi-Auto,19961,Petrol,160,44.8,1.5,Ford
Polo,2019,13186,Manual,14408,Petrol,145,52.3,1,vw
Focus,2017,11295,Manual,19337,Petrol,145,60.1,1,Ford
Kodiaq,2019,23990,Automatic,11,Petrol,150,37.2,1.5,skoda
X3,2014,14400,Automatic,43307,Diesel,145,54.3,2,BMW
Yaris,2018,13195,Automatic,12391,Hybrid,135,76.3,1.5,toyota
4 Series,2016,14600,Automatic,30556,Diesel,30,62.8,2,BMW
Focus,2016,9698,Manual,20786,Petrol,20,61.4,1,Ford
Yaris,2017,11495,Automatic,5406,Petrol,30,58,1.3,toyota
Kodiaq,2019,24000,Automatic,13011,Diesel,145,42.2,2,skoda
Tiguan,2016,15980,Manual,44202,Diesel,165,50.4,2,vw
Yaris,2018,11995,Automatic,15036,Petrol,145,60.1,1.5,toyota
Kuga,2016,12800,Manual,25617,Diesel,125,60.1,2,Ford
4 Series,2014,12699,Manual,50348,Diesel,125,58.9,2,BMW
Passat,2020,20998,Semi-Auto,10,Diesel,145,49.6,1.6,vw
Scirocco,2016,12498,Manual,49464,Diesel,20,55.4,2,vw
Fiesta,2017,8400,Manual,15637,Petrol,145,54.3,1.2,Ford
2 Series,2019,21000,Manual,3078,Petrol,145,39.8,1.5,BMW
Kamiq,2019,23999,Semi-Auto,1000,Petrol,145,43.5,1.5,skoda
A4,2017,21000,Automatic,11750,Petrol,145,49.6,1.4,audi
A4,2017,16725,Semi-Auto,75882,Diesel,145,53.3,3,audi
Yaris,2016,8295,Manual,48117,Petrol,30,55,1.3,toyota
A5,2019,26990,Automatic,6000,Petrol,145,39.8,2,audi
Golf,2019,16586,Manual,14577,Petrol,145,47.1,1.5,vw
Fabia,2016,7890,Manual,24978,Petrol,20,58.8,1,skoda
Fiesta,2018,14499,Manual,6300,Petrol,145,55.4,1,Ford
Golf,2016,11800,Automatic,31312,Diesel,20,70.6,1.6,vw
Golf,2017,11695,Semi-Auto,41571,Diesel,20,70.6,1.6,vw
Kuga,2015,13500,Automatic,37574,Petrol,235,38.2,1.5,Ford
Fiesta,2020,17000,Manual,10,Petrol,150,58.9,1,Ford
Fiesta,2018,11500,Manual,32023,Petrol,145,65.7,1,Ford
Fiesta,2017,8500,Manual,25000,Petrol,150,64.2,1.1,Ford
Golf,2019,18490,Automatic,6289,Petrol,145,44.1,1.5,vw
Golf,2019,17295,Manual,10206,Petrol,145,47.1,1.5,vw
Polo,2019,13790,Manual,4488,Diesel,145,57.7,1.6,vw
Arteon,2019,25890,Semi-Auto,6627,Diesel,145,50.4,2,vw
Fabia,2019,11499,Manual,1000,Petrol,145,51.4,1,skoda
Golf,2016,19990,Semi-Auto,33833,Petrol,160,44.1,2,vw
Fabia,2017,12995,Automatic,9795,Petrol,145,61.4,1,skoda
Fabia,2017,10856,Semi-Auto,11765,Petrol,145,61.4,1,skoda
Kuga,2014,10200,Manual,46411,Diesel,145,53.3,2,Ford
Fiesta,2013,6150,Manual,50267,Petrol,30,54.3,1.2,Ford
Focus,2019,16250,Manual,11027,Diesel,145,74.3,1.5,Ford
Auris,2014,9995,Automatic,52525,Hybrid,0,72.4,1.8,toyota
Q3,2020,37888,Semi-Auto,6000,Petrol,145,30.7,2,audi
Octavia,2018,12690,Manual,37130,Petrol,150,56.5,1.5,skoda
IX35,2015,7950,Manual,47300,Diesel,145,53.3,1.7,Hyundai
Aygo,2016,6580,Manual,37000,Petrol,0,69,1,toyota
3 Series,2017,14495,Automatic,23123,Petrol,145,54.3,1.5,BMW
1 Series,2016,15498,Manual,20233,Diesel,30,62.8,2,BMW
Golf SV,2015,9163,Manual,43602,Petrol,30,55.4,1.4,vw
Tiguan,2019,25490,Manual,8348,Diesel,145,42.2,2,vw
Focus,2017,11697,Manual,20744,Petrol,145,60.1,1,Ford
Fiesta,2014,6150,Manual,31064,Petrol,30,54.3,1.2,Ford
A5,2018,23990,Automatic,20500,Petrol,145,50.4,2,audi
Polo,2015,8995,Manual,15000,Petrol,20,60.1,1.2,vw
1 Series,2019,22890,Manual,11506,Petrol,150,41.5,1.5,BMW
Ka+,2017,7591,Manual,19647,Petrol,145,57.7,1.2,Ford
Golf,2017,20491,Semi-Auto,13995,Petrol,145,44.1,2,vw
5 Series,2019,42650,Semi-Auto,101,Petrol,145,50.4,2,BMW
1 Series,2019,19980,Semi-Auto,12166,Diesel,145,67.3,2,BMW
A4,2017,21990,Semi-Auto,25773,Petrol,145,43.5,2,audi
Golf,2019,18890,Manual,4569,Petrol,145,49.6,1.5,vw
Aygo,2019,8795,Manual,7377,Petrol,145,56.5,1,toyota
Golf,2019,21891,Automatic,50,Petrol,145,45.6,1.5,vw
EcoSport,2016,9500,Manual,16866,Petrol,125,52.3,1,Ford
4 Series,2014,14000,Automatic,47348,Diesel,125,60.1,2,BMW
Polo,2017,15990,Automatic,21216,Petrol,145,50.4,1.8,vw
Fiesta,2019,11498,Manual,1781,Petrol,150,55.4,1.1,Ford
Fiesta,2013,5820,Manual,46191,Petrol,30,54.3,1.2,Ford
Polo,2018,12700,Manual,3270,Petrol,145,58.9,1,vw
1 Series,2015,11295,Automatic,27054,Diesel,20,72.4,1.5,BMW
X1,2018,18697,Automatic,45268,Diesel,145,57.6,2,BMW
Touareg,2019,34490,Automatic,6000,Diesel,145,34.9,3,vw
Kuga,2014,9495,Manual,66500,Diesel,200,47.9,2,Ford
Focus,2016,7490,Manual,58000,Diesel,0,74.3,1.5,Ford
EcoSport,2016,10300,Manual,19016,Petrol,125,52.3,1,Ford
Amarok,2014,13750,Manual,77282,Diesel,260,35.3,2,vw
Fabia,2016,9790,Manual,13844,Petrol,20,58.9,1.2,skoda
Santa Fe,2016,17450,Manual,21972,Diesel,200,47.1,2.2,Hyundai
Golf,2019,19995,Manual,3966,Petrol,145,45.6,1.5,vw
Aygo,2017,7290,Manual,10489,Petrol,145,69,1,toyota
Fiesta,2017,9800,Manual,11365,Petrol,125,54.3,1.2,Ford
Polo,2018,13990,Manual,11320,Petrol,145,52.3,1,vw
Touareg,2014,19299,Automatic,45629,Diesel,235,42.8,3,vw
Fiesta,2016,10900,Manual,4110,Petrol,0,65.7,1,Ford
1 Series,2017,16790,Manual,15468,Petrol,145,46.3,2,BMW
4 Series,2019,25590,Semi-Auto,8268,Diesel,150,60.1,2,BMW
A4,2014,9495,Manual,59595,Diesel,30,65.7,2,audi
Superb,2017,13950,Manual,56769,Diesel,145,60.1,2,skoda
Arteon,2019,25225,Automatic,2411,Diesel,145,44.1,2,vw
Focus,2015,8000,Manual,45566,Diesel,0,74.3,1.5,Ford
2 Series,2020,26883,Semi-Auto,101,Petrol,145,40.9,1.5,BMW
Aygo,2017,6450,Manual,31877,Petrol,0,69,1,toyota
A6,2014,14998,Semi-Auto,60484,Diesel,30,64.2,2,audi
Fiesta,2013,7000,Manual,48962,Petrol,0,65.7,1,Ford
Kuga,2017,13991,Semi-Auto,18874,Diesel,150,58.9,1.5,Ford
3 Series,2015,13960,Automatic,33330,Diesel,125,60.1,2,BMW
Kuga,2018,17997,Manual,3584,Diesel,145,47.9,2,Ford
Q2,2019,31990,Automatic,10,Petrol,145,33.2,2,audi
Octavia,2014,12995,Semi-Auto,54141,Diesel,125,56.5,2,skoda
3 Series,2015,15100,Semi-Auto,34500,Petrol,160,46.3,2,BMW
X2,2019,26972,Automatic,123,Petrol,145,38.7,2,BMW
Focus,2018,10991,Manual,14000,Petrol,145,60.1,1,Ford
Mondeo,2018,15290,Manual,10147,Petrol,145,48.7,1.5,Ford
Fabia,2017,9295,Manual,20095,Petrol,145,64.2,1,skoda
3 Series,2014,14000,Manual,32139,Petrol,205,43.5,2,BMW
A1,2017,11000,Manual,34551,Petrol,150,67.3,1,audi
Q2,2019,23990,Automatic,1453,Petrol,145,42.8,1.5,audi
A4,2016,15596,Manual,16666,Diesel,0,74.3,2,audi
Auris,2014,7240,Automatic,141000,Hybrid,0,70.6,1.8,toyota
Yaris,2018,11695,Automatic,14655,Petrol,145,60.1,1.5,toyota
Kuga,2019,23199,Semi-Auto,11194,Diesel,145,38.7,2,Ford
Kuga,2017,14999,Automatic,15500,Petrol,240,38.2,1.5,Ford
Golf,2014,7495,Manual,58930,Petrol,30,57.6,1.2,vw
Up,2014,5200,Manual,38904,Petrol,20,62.8,1,vw
Tucson,2016,11490,Manual,28000,Diesel,30,61.7,1.7,Hyundai
Fiesta,2017,12979,Manual,12518,Petrol,145,47.9,1.6,Ford
Q2,2018,19895,Automatic,13144,Petrol,145,54.3,1.4,audi
Mondeo,2015,8490,Manual,62000,Diesel,20,67.3,2,Ford
Q3,2020,36850,Semi-Auto,4500,Diesel,145,47.1,2,audi
Yaris,2017,12998,Automatic,25354,Hybrid,0,78,1.5,toyota
TT,2017,17445,Manual,39929,Petrol,145,47.1,1.8,audi
Tiguan Allspace,2018,27999,Semi-Auto,12971,Petrol,145,43.5,1.4,vw
Polo,2019,18999,Semi-Auto,6204,Petrol,145,39.8,2,vw
Q3,2019,27250,Manual,2485,Petrol,145,39.8,1.5,audi
Tiguan,2020,25290,Semi-Auto,10,Petrol,145,37.7,1.5,vw
Passat,2018,18750,Automatic,13535,Petrol,145,44.8,2,vw
Focus,2017,11500,Automatic,36200,Diesel,0,67.3,1.5,Ford
Yaris,2015,6200,Manual,42600,Petrol,0,66,1,toyota
Tucson,2019,23495,Manual,3961,Petrol,145,34.9,1.6,Hyundai
Fiesta,2018,10500,Manual,13427,Petrol,145,65.7,1,Ford
Focus,2018,12990,Manual,20000,Petrol,145,58.9,1,Ford
2 Series,2019,24690,Semi-Auto,7338,Petrol,150,47.9,2,BMW
Citigo,2016,7500,Manual,9843,Petrol,20,62.8,1,skoda
Auris,2017,13800,Automatic,65442,Hybrid,0,70.6,1.8,toyota
Prius,2018,21725,Automatic,4623,Hybrid,135,85.6,1.8,toyota
A1,2020,19490,Manual,1500,Petrol,145,48.7,1,audi
1 Series,2012,7375,Manual,60000,Petrol,145,49.6,1.6,BMW
Octavia,2016,14495,Semi-Auto,56094,Diesel,125,56.5,2,skoda
Kuga,2019,18300,Manual,9600,Petrol,150,35.3,1.5,Ford
5 Series,2015,16899,Automatic,18641,Petrol,200,43.5,2,BMW
Golf,2018,11999,Manual,23767,Diesel,150,61.4,1.6,vw
3 Series,2020,24990,Semi-Auto,22,Diesel,150,54.3,2,BMW
Golf,2015,18610,Manual,18658,Petrol,200,39.8,2,vw
A1,2017,13995,Manual,15361,Petrol,30,55.4,1.4,audi
Polo,2016,7751,Manual,61500,Petrol,20,60.1,1,vw
Fiesta,2019,11198,Manual,16997,Petrol,145,58.9,1,Ford
Fabia,2019,12495,Manual,5000,Petrol,145,52.3,1,skoda
Fiesta,2018,9979,Manual,58373,Petrol,145,65.7,1,Ford
Focus,2018,11995,Manual,25000,Petrol,145,57.7,1,Ford
C-MAX,2017,10500,Manual,22742,Diesel,20,68.9,1.5,Ford
Fiesta,2009,3699,Manual,54000,Petrol,150,49.6,1.2,Ford
C-MAX,2018,11950,Manual,10844,Petrol,145,49.6,1,Ford
A3,2017,23890,Semi-Auto,25988,Petrol,150,44.1,2,audi
3 Series,2016,18789,Automatic,33078,Hybrid,0,134.5,2,BMW
Up,2013,4845,Manual,38824,Petrol,20,62.8,1,vw
2 Series,2018,19800,Automatic,10764,Petrol,145,47.9,2,BMW
Kuga,2019,21390,Manual,6901,Diesel,145,37.7,2,Ford
A3,2016,29991,Semi-Auto,46324,Petrol,300,34.9,2.5,audi
RAV4,2016,13995,Manual,38338,Diesel,125,60.1,2,toyota
TT,2019,27500,Manual,6200,Petrol,145,38.2,2,audi
A3,2019,20400,Manual,4628,Diesel,145,51.4,1.6,audi
1 Series,2014,8890,Manual,38484,Petrol,145,50.4,1.6,BMW
Aygo,2019,9490,Manual,1424,Petrol,145,57.7,1,toyota
Yaris,2019,15790,Manual,10,Petrol,145,47.9,1.5,toyota
Passat,2019,19750,Manual,4116,Petrol,145,45.6,1.5,vw
Polo,2017,10440,Manual,10662,Petrol,145,60.1,1,vw
Octavia,2019,14495,Manual,9283,Diesel,150,67.3,1.6,skoda
Polo,2016,8499,Manual,25948,Petrol,20,60.1,1,vw
Touran,2017,14320,Semi-Auto,40712,Diesel,30,65.7,1.6,vw
A3,2019,22000,Semi-Auto,2716,Petrol,145,42.2,1.5,audi
1 Series,2017,12199,Manual,22361,Diesel,0,83.1,1.5,BMW
3 Series,2012,11490,Automatic,89977,Diesel,125,60.1,2,BMW
Yaris,2016,11990,Automatic,27602,Hybrid,0,86,1.5,toyota
Kuga,2015,12998,Manual,37976,Diesel,145,54.3,2,Ford
A6,2019,30000,Automatic,4500,Diesel,145,50.4,2,audi
A3,2017,24290,Automatic,37091,Petrol,150,43.5,2,audi
Tucson,2020,27999,Semi-Auto,300,Petrol,145,36.2,1.6,Hyundai
A1,2015,15698,Manual,20552,Petrol,200,40.4,2,audi
Focus,2018,14500,Automatic,22587,Petrol,145,51.4,1,Ford
Fiesta,2014,7500,Manual,13585,Petrol,0,65.7,1,Ford
Tiguan,2019,30800,Semi-Auto,8316,Diesel,145,35.3,2,vw
Aygo,2019,9490,Manual,1614,Petrol,145,56.5,1,toyota
Superb,2019,26550,Automatic,3352,Diesel,145,42.8,2,skoda
Focus,2016,12698,Manual,7906,Diesel,0,74.3,1.5,Ford
Q3,2016,16700,Manual,38564,Diesel,145,52.3,2,audi
Focus,2018,18000,Automatic,14557,Diesel,145,74.3,1.5,Ford
Golf,2016,19681,Semi-Auto,22817,Petrol,160,44.1,2,vw
Kuga,2016,12800,Manual,24470,Diesel,150,54.3,2,Ford
Scirocco,2011,6975,Manual,80000,Diesel,30,62.8,2,vw
Touran,2019,21834,Manual,15020,Diesel,145,51.4,1.6,vw
Golf,2019,21450,Automatic,5000,Petrol,145,55.4,1.5,vw
A3,2017,20000,Automatic,8500,Petrol,145,47.9,2,audi
T-Roc,2020,25480,Manual,5,Petrol,150,44.1,1.5,vw
A3,2015,15995,Manual,18400,Diesel,20,68.9,2,audi
Kodiaq,2019,23000,Automatic,7822,Diesel,145,49.6,2,skoda
Mondeo,2015,8973,Manual,54803,Diesel,20,68.9,2,Ford
Fiesta,2017,11150,Semi-Auto,32358,Petrol,145,57.7,1,Ford
4 Series,2015,21000,Automatic,21883,Petrol,260,37.2,3,BMW
1 Series,2012,7240,Manual,89462,Diesel,30,62.8,2,BMW
Fiesta,2019,14850,Manual,2587,Petrol,145,58.9,1,Ford
Polo,2019,12485,Manual,3286,Petrol,145,48.7,1,vw
Tucson,2016,16000,Manual,20600,Petrol,260,37.2,1.6,Hyundai
4 Series,2019,24622,Semi-Auto,2043,Diesel,145,65.7,2,BMW
A6,2016,13490,Manual,57572,Diesel,30,61.4,2,audi
S-MAX,2017,14995,Manual,67318,Diesel,125,56.5,2,Ford
3 Series,2017,22981,Semi-Auto,29994,Petrol,205,41.5,3,BMW
I10,2018,7695,Manual,15885,Petrol,145,60.1,1,Hyundai
IX35,2014,7599,Manual,70352,Diesel,150,53.3,1.7,Hyundai
3 Series,2016,19399,Automatic,22317,Hybrid,0,134.5,2,BMW
3 Series,2020,30990,Semi-Auto,3656,Diesel,150,50.4,2,BMW
Golf,2017,16990,Manual,14151,Diesel,150,67.3,2,vw
Amarok,2014,15497,Automatic,40330,Diesel,260,35.3,2,vw
Focus,2018,16299,Manual,16628,Petrol,145,60.1,1,Ford
A1,2013,9799,Automatic,51476,Petrol,125,53.3,1.4,audi
Q5,2016,21995,Semi-Auto,26500,Diesel,200,47.1,2,audi
A1,2020,27990,Automatic,2500,Petrol,145,44.1,1.5,audi
Auris,2015,13495,Automatic,46120,Hybrid,0,70.6,1.8,toyota
Focus,2017,11850,Manual,15013,Diesel,145,74.3,1.5,Ford
Golf,2019,24698,Manual,6332,Petrol,145,37.2,2,vw
Fiesta,2019,15700,Semi-Auto,5572,Petrol,145,48.7,1,Ford
Passat,2017,14250,Semi-Auto,20168,Petrol,145,56.5,1.4,vw
Polo,2019,13450,Manual,14150,Petrol,145,52.3,1,vw
Golf SV,2016,10695,Manual,44556,Petrol,30,55.4,1.4,vw
X2,2019,32000,Semi-Auto,10,Petrol,145,34,2,BMW
Passat,2015,11498,Manual,39416,Diesel,20,68.9,1.6,vw
Aygo,2018,9440,Manual,13190,Petrol,145,56.5,1,toyota
Sharan,2019,23500,Semi-Auto,12307,Diesel,145,41.5,2,vw
Grand Tourneo Connect,2016,13500,Automatic,44785,Diesel,125,56.6,1.5,Ford
KA,2010,3690,Manual,61575,Petrol,30,55.4,1.2,Ford
Arteon,2019,29995,Semi-Auto,6789,Diesel,145,50.4,2,vw
1 Series,2017,16770,Automatic,22848,Petrol,145,47.9,2,BMW
Polo,2019,14799,Manual,5404,Petrol,150,52.3,1,vw
I10,2017,5990,Manual,34565,Petrol,145,60.1,1,Hyundai
Up,2020,10000,Manual,4000,Petrol,145,54.3,1,vw
Fiesta,2018,14999,Manual,7030,Petrol,145,60.1,1,Ford
Polo,2014,6765,Manual,52304,Petrol,20,60.1,1,vw
Polo,2017,9902,Manual,33000,Petrol,20,60.1,1.2,vw
A6,2019,31500,Automatic,5235,Diesel,145,47.9,2,audi
Kuga,2017,14500,Manual,43250,Diesel,125,60.1,2,Ford
Polo,2012,6699,Manual,31341,Petrol,145,47.9,1.4,vw
Tiguan,2019,22495,Manual,5711,Petrol,145,40.9,1.5,vw
Focus,2018,11997,Manual,7269,Petrol,145,61.4,1,Ford
I20,2015,8290,Manual,27823,Petrol,125,51.4,1.4,Hyundai
T-Cross,2020,24490,Semi-Auto,5000,Petrol,145,45.6,1,vw
Fabia,2018,11790,Semi-Auto,11664,Petrol,145,61.4,1,skoda
Karoq,2019,19150,Manual,9,Petrol,145,43.5,1,skoda
Yaris,2017,13995,Automatic,19000,Hybrid,140,76.3,1.5,toyota
Golf,2019,13590,Manual,9348,Diesel,150,57.7,1.6,vw
Aygo,2017,7352,Manual,16002,Petrol,145,69,1,toyota
Q3,2020,34495,Semi-Auto,3000,Petrol,145,40.4,1.5,audi
A1,2016,12672,Manual,19135,Petrol,30,55.4,1.4,audi
Golf,2019,19450,Semi-Auto,5853,Diesel,150,52.3,2,vw
A5,2018,22318,Semi-Auto,60130,Diesel,145,62.8,2,audi
EcoSport,2015,8000,Manual,29681,Petrol,160,44.8,1.5,Ford
I10,2018,7298,Manual,3895,Petrol,145,60.1,1,Hyundai
Kuga,2014,11500,Manual,38755,Diesel,145,53.3,2,Ford
A8,2019,39995,Automatic,3000,Diesel,145,40.4,3,audi
KA,2012,3499,Manual,65000,Petrol,30,57.7,1.2,Ford
Fiesta,2018,9999,Manual,12000,Petrol,150,64.2,1.1,Ford
S5,2014,18950,Semi-Auto,32000,Petrol,260,36.7,3,audi
Golf,2016,11995,Manual,40247,Petrol,30,53.3,1.4,vw
A8,2018,35000,Semi-Auto,4524,Diesel,145,40.4,3,audi
Polo,2020,18480,Manual,4,Petrol,145,49.6,1,vw
Kodiaq,2018,24991,Automatic,20709,Diesel,150,49.6,2,skoda
Focus,2018,12650,Manual,18442,Petrol,145,57.7,1,Ford
Yaris,2018,10800,Manual,16704,Petrol,145,56.5,1.5,toyota
C-HR,2018,23990,Automatic,5810,Hybrid,135,74.3,1.8,toyota
Fabia,2017,11695,Semi-Auto,14500,Petrol,145,60.1,1.2,skoda
Ka+,2019,9999,Manual,2951,Petrol,145,47.9,1.2,Ford
Ka+,2019,9400,Manual,6254,Petrol,145,47.9,1.2,Ford
Focus,2017,10500,Manual,33511,Petrol,150,60.1,1,Ford
Superb,2019,20490,Automatic,12158,Petrol,150,36.7,1.5,skoda
Focus,2016,8551,Manual,36026,Petrol,20,60.1,1,Ford
Kuga,2016,14430,Manual,15969,Petrol,160,45.6,1.5,Ford
Aygo,2017,8590,Automatic,5381,Other,145,67,1,toyota
Focus,2019,16997,Manual,6837,Petrol,150,60.1,1,Ford
Fiesta,2018,10250,Manual,17389,Petrol,150,65.7,1,Ford
Q3,2015,15450,Automatic,48898,Diesel,150,54.3,2,audi
1 Series,2013,9350,Manual,56000,Diesel,30,62.8,2,BMW
Kamiq,2019,18217,Automatic,2777,Petrol,145,45.6,1,skoda
Citigo,2016,6250,Manual,13760,Petrol,20,62.8,1,skoda
Yaris,2016,7995,Manual,36788,Petrol,30,58,1.3,toyota
A3,2016,16947,Automatic,11861,Petrol,30,57.6,1.4,audi
Golf,2016,18495,Semi-Auto,33250,Petrol,205,40.4,2,vw
Octavia,2019,15999,Automatic,3125,Diesel,145,53.3,1.6,skoda
Yaris,2018,10480,Manual,14054,Petrol,145,56.5,1.5,toyota
Golf,2016,13000,Manual,2673,Petrol,30,53.3,1.4,vw
Octavia,2017,10995,Manual,54331,Diesel,20,70.6,2,skoda
4 Series,2019,21970,Automatic,9846,Diesel,145,65.7,2,BMW
Golf,2016,12991,Semi-Auto,32079,Diesel,30,62.8,2,vw
